Time_Segment,Antecedent_Items,Consequent_Items,Support,Confidence,Lift,Antecedent_Support,Consequent_Support,Leverage,Conviction
Morning_Weekday,Ouro Brasileiro shot,Ginger Scone,0.026035608839581285,0.7202970297029704,9.38317004777401,0.03614565625838776,0.07676478482598192,0.023260895314512243,3.300770149825694
