Time_Segment,Antecedent_Items,Consequent_Items,Support,Confidence,Lift,Antecedent_Support,Consequent_Support,Leverage,Conviction
Afternoon_Weekday,Ouro Brasileiro shot,Ginger Scone,0.028351836037574723,0.7942583732057416,8.708581975879431,0.035695986336464564,0.09120409906063194,0.025096215763676846,4.417170774333206
Afternoon_Weekend,Ouro Brasileiro shot,Ginger Scone,0.025720620842572064,0.7341772151898734,8.44678377680186,0.03503325942350333,0.08691796008869179,0.022675601398223215,3.4349276739520644
Morning_Weekday,Ouro Brasileiro shot,Ginger Scone,0.026035608839581285,0.7202970297029704,9.38317004777401,0.03614565625838776,0.07676478482598192,0.023260895314512243,3.300770149825694
Morning_Weekend,Ouro Brasileiro shot,Ginger Scone,0.022435897435897436,0.7000000000000001,10.579930795847751,0.03205128205128205,0.06616300366300366,0.0203152883441345,3.1127899877899887
