Time_Segment,Antecedent_Items,Consequent_Items,Support,Confidence,Lift,Antecedent_Support,Consequent_Support,Leverage,Conviction
Afternoon_Weekday,Ouro Brasileiro shot,Ginger Scone,0.028351836037574723,0.7942583732057416,8.708581975879431,0.035695986336464564,0.09120409906063194,0.025096215763676846,4.417170774333206
