Time_Segment,Antecedent_Items,Consequent_Items,Support,Confidence,Lift,Antecedent_Support,Consequent_Support,Leverage,Conviction
Morning_Weekend,Ouro Brasileiro shot,Ginger Scone,0.022435897435897436,0.7000000000000001,10.579930795847751,0.03205128205128205,0.06616300366300366,0.0203152883441345,3.1127899877899887
